Datum;Aanhef;Voornaam;Achternaam;Leeftijd;E-mailadres;Facebook;Google;Zorgkaart;Independer;"Vergelijk Mondzorg";"Aangepaste doorverwijzing";Kliniekoverzicht;Telefoonboek;"Uitgenodigd op";"Beoordeeld op"
04-10-2016;Mr.;Jack;Dent;18;Jack_Dent@gmail.com;0;1;1;0;0;1;0;1;"06-09-2016 15:27";"06-09-2016 15:27"
04-10-2016;;Andrew;Gordon;0;Andrew_Gordon@gmail.com;0;0;0;1;1;0;0;1;"05-09-2016 20:52";"05-09-2016 20:52"
04-10-2016;Dr.;George;Gordon;5;George_Gordon@gmail.com;0;0;0;0;0;1;0;0;"05-09-2016 19:52";"05-09-2016 19:52"
04-10-2016;Dr.;Bill;Eastwood;0;Bill_Eastwood@gmail.com;0;0;1;0;1;1;1;1;"05-09-2016 16:52";"05-09-2016 16:52"
04-10-2016;Mr.;Tom;Eastwood;60;Tom_Eastwood@gmail.com;0;0;0;1;1;1;1;1;"05-09-2016 16:52";"05-09-2016 16:52"
04-10-2016;;Sam;Gordon;5;Sam_Gordon@gmail.com;0;1;0;0;0;0;1;0;"05-09-2016 16:32";"05-09-2016 16:32"
04-10-2016;Dr.;Andrew;Burns;5;Andrew_Burns@gmail.com;1;1;1;0;1;1;0;1;"05-09-2016 16:32";"05-09-2016 16:32"
04-10-2016;Mr.;George;Eastwood;35;George_Eastwood@gmail.com;0;0;0;0;0;0;1;1;"05-09-2016 13:52";"05-09-2016 13:52"
04-10-2016;Mr.;Jack;Eastwood;0;Jack_Eastwood@gmail.com;1;1;1;0;0;1;0;1;"05-09-2016 13:32";"05-09-2016 13:32"
04-10-2016;Mr.;George;Dent;18;George_Dent@gmail.com;1;1;1;1;1;1;0;0;"05-09-2016 11:32";"05-09-2016 11:32"
04-10-2016;;George;Eastwood;0;George_Eastwood@gmail.com;0;1;0;1;0;0;0;1;"05-09-2016 10:32";"05-09-2016 10:32"
04-10-2016;;Tom;Jackson;21;Tom_Jackson@gmail.com;0;0;1;1;1;1;0;1;"05-09-2016 07:51";"05-09-2016 07:51"
04-10-2016;;John;Dent;21;John_Dent@gmail.com;0;1;1;0;1;1;1;1;"05-09-2016 06:32";"05-09-2016 06:32"
04-10-2016;Mr.;Roger;Walker;25;Roger_Walker@gmail.com;1;0;1;1;1;0;1;0;"05-09-2016 05:32";"05-09-2016 05:32"
04-10-2016;;Roger;Gordon;16;Roger_Gordon@gmail.com;1;0;1;1;1;0;0;1;"05-09-2016 04:51";"05-09-2016 04:51"
04-10-2016;Dr.;Jim;Doe;16;Jim_Doe@gmail.com;0;0;0;0;0;0;0;0;"05-09-2016 04:51";"05-09-2016 04:51"
04-10-2016;Dr.;Bill;Doe;60;Bill_Doe@gmail.com;1;0;1;1;1;0;1;1;"05-09-2016 03:17";"05-09-2016 03:17"
04-10-2016;;Roger;Peterson;0;Roger_Peterson@gmail.com;1;0;0;0;1;0;0;0;"05-09-2016 02:28";"05-09-2016 02:28"
04-10-2016;Mr.;Tom;Gordon;21;Tom_Gordon@gmail.com;1;1;1;0;0;1;1;0;"05-09-2016 02:28";"05-09-2016 02:28"
04-10-2016;Mr.;Roger;Clinton;87;Roger_Clinton@gmail.com;1;1;0;1;1;0;0;1;"05-09-2016 01:51";"05-09-2016 01:51"
04-10-2016;Mr.;Roger;Burns;0;Roger_Burns@gmail.com;0;0;1;1;1;1;1;0;"05-09-2016 01:17";"05-09-2016 01:17"
04-10-2016;Mr.;Roger;Peterson;18;Roger_Peterson@gmail.com;0;0;0;0;0;0;0;0;"05-09-2016 01:17";"05-09-2016 01:17"
04-10-2016;Mr.;Jim;Dent;25;Jim_Dent@gmail.com;1;0;0;0;0;1;0;0;"05-09-2016 00:17";"05-09-2016 00:17"
04-10-2016;;Roger;Clinton;87;Roger_Clinton@gmail.com;0;0;0;0;0;0;0;0;"04-09-2016 23:51";"04-09-2016 23:51"
04-10-2016;Mr.;George;Jackson;35;George_Jackson@gmail.com;0;0;0;0;0;0;0;0;"04-09-2016 23:51";"04-09-2016 23:51"
04-10-2016;Mr.;John;Clinton;25;John_Clinton@gmail.com;0;0;0;0;0;0;0;0;"04-09-2016 23:32";"04-09-2016 23:32"
04-10-2016;Dr.;Jim;Eastwood;25;Jim_Eastwood@gmail.com;0;0;0;0;0;1;0;1;"04-09-2016 23:12";"04-09-2016 23:12"
04-10-2016;Mr.;William;Smith;54;William_Smith@gmail.com;0;0;0;0;0;1;0;0;"04-09-2016 22:51";"04-09-2016 22:51"
04-10-2016;;William;Burns;18;William_Burns@gmail.com;0;0;0;0;0;1;0;0;"04-09-2016 21:12";"04-09-2016 21:12"
04-10-2016;Mr.;George;Dent;21;George_Dent@gmail.com;0;0;1;0;0;1;1;0;"04-09-2016 21:07";"04-09-2016 21:07"
04-10-2016;Mr.;Jack;Dent;21;Jack_Dent@gmail.com;0;0;0;0;0;0;0;1;"04-09-2016 19:07";"04-09-2016 19:07"
04-10-2016;Mr.;Sam;Eastwood;18;Sam_Eastwood@gmail.com;0;0;1;1;1;0;1;0;"04-09-2016 18:07";"04-09-2016 18:07"
04-10-2016;;George;Jackson;35;George_Jackson@gmail.com;0;0;0;1;0;0;0;0;"04-09-2016 16:32";"04-09-2016 16:32"
04-10-2016;Mr.;William;Doe;54;William_Doe@gmail.com;0;1;0;0;0;0;0;1;"04-09-2016 16:32";"04-09-2016 16:32"
04-10-2016;Mr.;Jack;Eastwood;35;Jack_Eastwood@gmail.com;0;1;1;1;1;1;0;0;"04-09-2016 16:12";"04-09-2016 16:12"
04-10-2016;;John;Eastwood;25;John_Eastwood@gmail.com;0;0;0;0;1;0;0;1;"04-09-2016 15:32";"04-09-2016 15:32"
04-10-2016;Dr.;Roger;Walker;21;Roger_Walker@gmail.com;1;0;0;0;0;1;1;1;"04-09-2016 13:07";"04-09-2016 13:07"
04-10-2016;Dr.;Andrew;Jackson;16;Andrew_Jackson@gmail.com;0;0;1;0;0;1;1;0;"04-09-2016 11:50";"04-09-2016 11:50"
04-10-2016;;George;Peterson;21;George_Peterson@gmail.com;0;0;0;0;1;0;0;0;"04-09-2016 10:07";"04-09-2016 10:07"
04-10-2016;Dr.;Roger;Walker;16;Roger_Walker@gmail.com;0;0;0;0;0;0;1;0;"03-09-2016 16:15";"03-09-2016 16:15"
04-10-2016;;Sam;Gordon;5;Sam_Gordon@gmail.com;0;0;0;0;0;0;0;0;"03-09-2016 15:47";"03-09-2016 15:47"
04-10-2016;;Andrew;Dent;5;Andrew_Dent@gmail.com;0;0;0;0;1;1;0;0;"03-09-2016 15:15";"03-09-2016 15:15"
04-10-2016;Mr.;Jack;Peterson;25;Jack_Peterson@gmail.com;0;1;0;1;0;0;1;0;"03-09-2016 11:19";"03-09-2016 11:19"
04-10-2016;;Jack;Dent;0;Jack_Dent@gmail.com;1;0;0;0;0;0;1;0;"03-09-2016 11:19";"03-09-2016 11:19"
04-10-2016;Mr.;Bill;Walker;18;Bill_Walker@gmail.com;0;1;0;0;0;0;1;0;"03-09-2016 10:47";"03-09-2016 10:47"
04-10-2016;;Andrew;Doe;16;Andrew_Doe@gmail.com;0;0;1;0;0;1;1;1;"03-09-2016 10:47";"03-09-2016 10:47"
04-10-2016;;Andrew;Smith;25;Andrew_Smith@gmail.com;0;1;0;0;0;0;0;0;"03-09-2016 10:47";"03-09-2016 10:47"
04-10-2016;Mr.;Roger;Dent;21;Roger_Dent@gmail.com;1;1;0;0;1;1;1;0;"03-09-2016 10:19";"03-09-2016 10:19"
04-10-2016;;Roger;Clinton;5;Roger_Clinton@gmail.com;0;0;1;1;0;1;0;0;"03-09-2016 09:15";"03-09-2016 09:15"
04-10-2016;;Jack;Walker;5;Jack_Walker@gmail.com;0;0;1;1;1;0;0;1;"03-09-2016 09:15";"03-09-2016 09:15"
04-10-2016;Mr.;Andrew;Eastwood;0;Andrew_Eastwood@gmail.com;0;1;0;0;1;1;0;0;"03-09-2016 08:47";"03-09-2016 08:47"
04-10-2016;;Andrew;Doe;87;Andrew_Doe@gmail.com;0;0;0;0;0;1;1;1;"03-09-2016 07:15";"03-09-2016 07:15"
04-10-2016;Dr.;William;Dent;5;William_Dent@gmail.com;1;1;0;1;0;1;1;0;"03-09-2016 06:15";"03-09-2016 06:15"
04-10-2016;Dr.;Sam;Smith;5;Sam_Smith@gmail.com;1;0;1;1;1;1;0;0;"03-09-2016 04:15";"03-09-2016 04:15"
04-10-2016;Dr.;John;Smith;54;John_Smith@gmail.com;0;0;0;1;1;0;1;0;"03-09-2016 04:15";"03-09-2016 04:15"
04-10-2016;Dr.;Roger;Dent;35;Roger_Dent@gmail.com;1;1;0;0;1;0;1;0;"03-09-2016 03:15";"03-09-2016 03:15"
04-10-2016;Mr.;Tom;Eastwood;87;Tom_Eastwood@gmail.com;0;1;0;1;0;0;0;0;"03-09-2016 02:42";"03-09-2016 02:42"
04-10-2016;Mr.;George;Dent;18;George_Dent@gmail.com;0;1;1;1;0;1;1;0;"03-09-2016 02:15";"03-09-2016 02:15"
04-10-2016;Dr.;Tom;Eastwood;5;Tom_Eastwood@gmail.com;0;1;1;1;1;1;1;1;"02-09-2016 23:15";"02-09-2016 23:15"
04-10-2016;;Jim;Peterson;25;Jim_Peterson@gmail.com;1;0;0;1;0;1;0;0;"02-09-2016 23:15";"02-09-2016 23:15"
04-10-2016;Mr.;Jim;Burns;0;Jim_Burns@gmail.com;1;0;0;1;0;1;1;1;"02-09-2016 19:42";"02-09-2016 19:42"
04-10-2016;Dr.;Tom;Dent;16;Tom_Dent@gmail.com;1;1;0;0;1;1;1;1;"02-09-2016 18:31";"02-09-2016 18:31"
04-10-2016;Mr.;Tom;Clinton;87;Tom_Clinton@gmail.com;1;1;1;1;0;1;0;0;"02-09-2016 17:31";"02-09-2016 17:31"
04-10-2016;;George;Smith;60;George_Smith@gmail.com;0;0;0;0;0;0;0;0;"02-09-2016 16:31";"02-09-2016 16:31"
04-10-2016;Mr.;John;Smith;87;John_Smith@gmail.com;0;0;1;0;0;1;0;1;"02-09-2016 13:38";"02-09-2016 13:38"
04-10-2016;Mr.;William;Burns;35;William_Burns@gmail.com;0;0;0;1;1;1;0;0;"02-09-2016 13:31";"02-09-2016 13:31"
04-10-2016;;Roger;Gordon;18;Roger_Gordon@gmail.com;0;0;0;0;0;0;0;0;"02-09-2016 12:38";"02-09-2016 12:38"
04-10-2016;Mr.;George;Clinton;25;George_Clinton@gmail.com;1;0;1;0;1;0;1;1;"02-09-2016 12:31";"02-09-2016 12:31"
04-10-2016;;Jack;Dent;0;Jack_Dent@gmail.com;0;0;0;1;1;1;1;1;"02-09-2016 12:31";"02-09-2016 12:31"
04-10-2016;Dr.;William;Dent;54;William_Dent@gmail.com;1;1;0;1;0;0;0;0;"02-09-2016 11:37";"02-09-2016 11:37"
04-10-2016;Dr.;Tom;Jackson;0;Tom_Jackson@gmail.com;0;1;0;0;0;1;0;1;"02-09-2016 11:37";"02-09-2016 11:37"
04-10-2016;Dr.;Jim;Walker;16;Jim_Walker@gmail.com;0;0;1;1;1;0;0;1;"02-09-2016 11:31";"02-09-2016 11:31"
04-10-2016;;Tom;Burns;35;Tom_Burns@gmail.com;1;1;1;1;0;1;1;1;"02-09-2016 10:37";"02-09-2016 10:37"
04-10-2016;Mr.;Jim;Gordon;16;Jim_Gordon@gmail.com;0;1;0;1;1;1;1;1;"02-09-2016 10:37";"02-09-2016 10:37"
04-10-2016;Mr.;George;Gordon;5;George_Gordon@gmail.com;1;0;0;1;0;0;1;1;"02-09-2016 10:37";"02-09-2016 10:37"
04-10-2016;Dr.;John;Smith;54;John_Smith@gmail.com;0;0;0;1;0;0;0;0;"02-09-2016 09:38";"02-09-2016 09:38"
04-10-2016;Mr.;Jim;Dent;16;Jim_Dent@gmail.com;1;1;1;1;0;1;1;1;"02-09-2016 09:31";"02-09-2016 09:31"
04-10-2016;Dr.;Andrew;Doe;16;Andrew_Doe@gmail.com;0;0;0;0;0;0;0;0;"02-09-2016 08:38";"02-09-2016 08:38"
04-10-2016;Dr.;John;Smith;87;John_Smith@gmail.com;1;0;0;0;1;0;0;0;"02-09-2016 07:39";"02-09-2016 07:39"
04-10-2016;;Tom;Doe;54;Tom_Doe@gmail.com;0;1;0;1;1;0;1;0;"02-09-2016 07:39";"02-09-2016 07:39"
04-10-2016;;Andrew;Dent;54;Andrew_Dent@gmail.com;1;1;0;0;1;0;0;0;"02-09-2016 07:39";"02-09-2016 07:39"
04-10-2016;Dr.;Andrew;Jackson;5;Andrew_Jackson@gmail.com;0;0;0;0;0;0;0;0;"02-09-2016 07:37";"02-09-2016 07:37"
04-10-2016;Mr.;Bill;Peterson;35;Bill_Peterson@gmail.com;0;1;1;0;0;0;0;0;"02-09-2016 07:31";"02-09-2016 07:31"
04-10-2016;;Bill;Eastwood;60;Bill_Eastwood@gmail.com;0;0;1;0;0;1;0;0;"02-09-2016 07:23";"02-09-2016 07:23"
04-10-2016;;William;Doe;87;William_Doe@gmail.com;1;0;0;1;0;0;1;1;"02-09-2016 07:23";"02-09-2016 07:23"
04-10-2016;;George;Jackson;35;George_Jackson@gmail.com;0;0;0;1;0;0;1;0;"02-09-2016 06:39";"02-09-2016 06:39"
04-10-2016;;Jim;Eastwood;35;Jim_Eastwood@gmail.com;0;0;0;1;1;1;0;0;"02-09-2016 05:39";"02-09-2016 05:39"
04-10-2016;Dr.;Bill;Walker;25;Bill_Walker@gmail.com;1;0;1;0;1;1;0;1;"02-09-2016 05:23";"02-09-2016 05:23"
04-10-2016;Mr.;Jim;Gordon;35;Jim_Gordon@gmail.com;1;1;0;0;0;0;1;0;"02-09-2016 04:38";"02-09-2016 04:38"
04-10-2016;Mr.;John;Burns;35;John_Burns@gmail.com;0;0;1;0;1;0;0;0;"02-09-2016 04:38";"02-09-2016 04:38"
04-10-2016;;Tom;Dent;25;Tom_Dent@gmail.com;1;1;0;1;0;0;0;1;"02-09-2016 04:38";"02-09-2016 04:38"
04-10-2016;Mr.;Sam;Dent;16;Sam_Dent@gmail.com;0;0;1;0;1;1;1;0;"02-09-2016 04:38";"02-09-2016 04:38"
04-10-2016;;William;Peterson;54;William_Peterson@gmail.com;0;0;1;1;0;1;1;0;"02-09-2016 03:39";"02-09-2016 03:39"
04-10-2016;Dr.;Roger;Peterson;21;Roger_Peterson@gmail.com;1;1;1;0;1;0;1;0;"02-09-2016 02:39";"02-09-2016 02:39"
04-10-2016;Dr.;Bill;Eastwood;60;Bill_Eastwood@gmail.com;0;0;0;0;0;0;0;0;"02-09-2016 02:37";"02-09-2016 02:37"
04-10-2016;Mr.;John;Dent;60;John_Dent@gmail.com;0;1;1;1;1;0;1;0;"02-09-2016 00:39";"02-09-2016 00:39"
04-10-2016;Dr.;John;Eastwood;35;John_Eastwood@gmail.com;1;1;0;1;0;0;1;1;"01-09-2016 23:39";"01-09-2016 23:39"
04-10-2016;;William;Peterson;54;William_Peterson@gmail.com;1;1;1;0;0;1;1;0;"01-09-2016 21:39";"01-09-2016 21:39"
04-10-2016;;John;Clinton;18;John_Clinton@gmail.com;0;0;1;0;1;0;1;1;"01-09-2016 21:39";"01-09-2016 21:39"
04-10-2016;Mr.;Tom;Gordon;60;Tom_Gordon@gmail.com;0;0;0;1;0;0;1;0;"01-09-2016 21:05";"01-09-2016 21:05"
04-10-2016;Mr.;Roger;Peterson;60;Roger_Peterson@gmail.com;1;1;1;1;1;0;0;0;"01-09-2016 21:05";"01-09-2016 21:05"
04-10-2016;Dr.;Andrew;Doe;16;Andrew_Doe@gmail.com;0;1;0;0;0;1;1;1;"01-09-2016 20:39";"01-09-2016 20:39"
04-10-2016;Dr.;John;Peterson;21;John_Peterson@gmail.com;0;1;0;0;1;1;1;0;"01-09-2016 16:05";"01-09-2016 16:05"
04-10-2016;Dr.;John;Eastwood;5;John_Eastwood@gmail.com;0;0;0;0;0;0;1;0;"31-08-2016 21:53";"31-08-2016 21:53"
04-10-2016;Mr.;Andrew;Doe;25;Andrew_Doe@gmail.com;0;0;1;0;1;0;1;0;"31-08-2016 17:53";"31-08-2016 17:53"
04-10-2016;Mr.;George;Walker;21;George_Walker@gmail.com;0;1;1;0;1;1;0;1;"31-08-2016 16:53";"31-08-2016 16:53"
04-10-2016;;Sam;Smith;21;Sam_Smith@gmail.com;0;0;1;1;1;1;1;0;"31-08-2016 14:53";"31-08-2016 14:53"
04-10-2016;;Bill;Clinton;16;Bill_Clinton@gmail.com;1;0;0;0;0;0;0;0;"31-08-2016 10:12";"31-08-2016 10:12"
04-10-2016;Mr.;William;Dent;16;William_Dent@gmail.com;1;1;0;1;1;0;0;1;"31-08-2016 10:12";"31-08-2016 10:12"
04-10-2016;;Jack;Doe;21;Jack_Doe@gmail.com;0;0;0;0;1;0;0;0;"31-08-2016 09:28";"31-08-2016 09:28"
04-10-2016;;Andrew;Clinton;25;Andrew_Clinton@gmail.com;0;1;0;0;1;1;1;0;"31-08-2016 05:28";"31-08-2016 05:28"
04-10-2016;;Roger;Jackson;18;Roger_Jackson@gmail.com;0;0;0;0;0;0;1;0;"31-08-2016 03:52";"31-08-2016 03:52"
04-10-2016;Mr.;William;Burns;21;William_Burns@gmail.com;1;1;0;0;1;1;0;0;"31-08-2016 03:52";"31-08-2016 03:52"
04-10-2016;Dr.;Roger;Clinton;60;Roger_Clinton@gmail.com;0;1;0;1;0;1;1;1;"31-08-2016 03:01";"31-08-2016 03:01"
04-10-2016;;William;Smith;35;William_Smith@gmail.com;1;1;0;1;0;0;0;0;"31-08-2016 02:52";"31-08-2016 02:52"
04-10-2016;Mr.;George;Burns;87;George_Burns@gmail.com;1;0;0;1;0;0;0;0;"31-08-2016 01:52";"31-08-2016 01:52"
04-10-2016;Mr.;Roger;Eastwood;5;Roger_Eastwood@gmail.com;0;0;0;0;0;0;1;1;"31-08-2016 01:28";"31-08-2016 01:28"
04-10-2016;Dr.;George;Burns;25;George_Burns@gmail.com;0;0;0;1;1;0;1;0;"31-08-2016 01:01";"31-08-2016 01:01"
04-10-2016;Dr.;George;Walker;60;George_Walker@gmail.com;1;0;1;1;1;1;0;0;"31-08-2016 00:52";"31-08-2016 00:52"
04-10-2016;Mr.;John;Gordon;25;John_Gordon@gmail.com;0;1;0;0;0;1;1;0;"31-08-2016 00:28";"31-08-2016 00:28"
04-10-2016;Mr.;George;Gordon;16;George_Gordon@gmail.com;0;0;0;0;1;0;0;1;"30-08-2016 22:01";"30-08-2016 22:01"
04-10-2016;;John;Gordon;5;John_Gordon@gmail.com;0;0;1;0;0;0;0;1;"30-08-2016 21:01";"30-08-2016 21:01"
04-10-2016;;John;Walker;21;John_Walker@gmail.com;1;1;1;0;1;0;0;1;"30-08-2016 19:52";"30-08-2016 19:52"
04-10-2016;Dr.;Tom;Jackson;0;Tom_Jackson@gmail.com;0;0;0;0;1;1;0;0;"30-08-2016 05:48";"30-08-2016 05:48"
04-10-2016;Dr.;William;Clinton;25;William_Clinton@gmail.com;1;0;1;1;0;0;0;1;"30-08-2016 03:48";"30-08-2016 03:48"
04-10-2016;;Roger;Burns;54;Roger_Burns@gmail.com;0;0;0;0;0;0;0;0;"30-08-2016 03:48";"30-08-2016 03:48"
04-10-2016;;Sam;Jackson;21;Sam_Jackson@gmail.com;0;0;0;0;1;1;0;0;"30-08-2016 01:32";"30-08-2016 01:32"
04-10-2016;;Bill;Clinton;35;Bill_Clinton@gmail.com;1;1;0;0;0;1;0;0;"30-08-2016 00:48";"30-08-2016 00:48"
04-10-2016;;John;Smith;35;John_Smith@gmail.com;0;1;1;1;1;0;1;1;"29-08-2016 20:32";"29-08-2016 20:32"
04-10-2016;Dr.;Tom;Burns;16;Tom_Burns@gmail.com;0;0;1;0;1;0;0;0;"29-08-2016 16:32";"29-08-2016 16:32"
04-10-2016;Dr.;Jack;Peterson;0;Jack_Peterson@gmail.com;0;0;1;1;1;0;0;0;"29-08-2016 15:32";"29-08-2016 15:32"
04-10-2016;;Sam;Smith;60;Sam_Smith@gmail.com;0;0;1;0;0;0;0;0;"29-08-2016 15:32";"29-08-2016 15:32"
04-10-2016;;Sam;Burns;0;Sam_Burns@gmail.com;0;0;0;1;0;1;0;0;"29-08-2016 15:32";"29-08-2016 15:32"
04-10-2016;Mr.;Jim;Gordon;87;Jim_Gordon@gmail.com;0;0;1;0;1;0;0;0;"29-08-2016 14:32";"29-08-2016 14:32"
04-10-2016;Dr.;Roger;Clinton;5;Roger_Clinton@gmail.com;0;0;1;1;0;0;0;1;"29-08-2016 14:32";"29-08-2016 14:32"
04-10-2016;;Andrew;Doe;0;Andrew_Doe@gmail.com;0;1;0;1;0;0;0;1;"29-08-2016 09:09";"29-08-2016 09:09"
04-10-2016;Dr.;William;Burns;0;William_Burns@gmail.com;0;0;1;0;0;0;0;0;"29-08-2016 05:44";"29-08-2016 05:44"
04-10-2016;Mr.;John;Eastwood;0;John_Eastwood@gmail.com;0;0;0;1;1;1;0;0;"29-08-2016 05:09";"29-08-2016 05:09"
04-10-2016;Mr.;John;Jackson;60;John_Jackson@gmail.com;1;1;0;1;1;0;1;1;"29-08-2016 05:09";"29-08-2016 05:09"
04-10-2016;Mr.;George;Dent;60;George_Dent@gmail.com;1;0;0;0;1;1;0;1;"29-08-2016 04:09";"29-08-2016 04:09"
04-10-2016;Mr.;Andrew;Peterson;18;Andrew_Peterson@gmail.com;1;1;1;1;1;1;0;1;"29-08-2016 02:44";"29-08-2016 02:44"
04-10-2016;Mr.;Bill;Eastwood;25;Bill_Eastwood@gmail.com;0;0;0;0;0;0;0;0;"29-08-2016 02:01";"29-08-2016 02:01"
04-10-2016;Mr.;Jim;Dent;0;Jim_Dent@gmail.com;1;0;0;1;1;1;1;0;"29-08-2016 01:44";"29-08-2016 01:44"
04-10-2016;;William;Eastwood;54;William_Eastwood@gmail.com;0;0;1;0;0;0;0;1;"29-08-2016 00:09";"29-08-2016 00:09"
04-10-2016;Dr.;William;Jackson;5;William_Jackson@gmail.com;1;0;1;1;1;0;1;1;"29-08-2016 00:01";"29-08-2016 00:01"
04-10-2016;;Bill;Burns;0;Bill_Burns@gmail.com;0;0;1;1;0;1;1;0;"28-08-2016 18:36";"28-08-2016 18:36"
04-10-2016;Mr.;Roger;Eastwood;21;Roger_Eastwood@gmail.com;1;1;0;0;1;0;1;1;"28-08-2016 18:01";"28-08-2016 18:01"
04-10-2016;Dr.;Jim;Peterson;5;Jim_Peterson@gmail.com;1;1;0;0;1;1;1;1;"28-08-2016 17:36";"28-08-2016 17:36"
04-10-2016;Mr.;Jim;Jackson;18;Jim_Jackson@gmail.com;0;0;1;0;0;0;0;0;"28-08-2016 17:36";"28-08-2016 17:36"
04-10-2016;;Andrew;Dent;60;Andrew_Dent@gmail.com;0;1;1;1;0;0;1;0;"28-08-2016 16:01";"28-08-2016 16:01"
04-10-2016;Mr.;John;Gordon;87;John_Gordon@gmail.com;1;0;0;0;0;1;0;0;"28-08-2016 15:20";"28-08-2016 15:20"
04-10-2016;Dr.;John;Doe;25;John_Doe@gmail.com;0;0;1;1;0;1;0;0;"28-08-2016 15:01";"28-08-2016 15:01"
04-10-2016;;Tom;Burns;25;Tom_Burns@gmail.com;0;0;0;1;1;0;0;1;"28-08-2016 14:36";"28-08-2016 14:36"
04-10-2016;Mr.;Bill;Doe;25;Bill_Doe@gmail.com;0;0;0;0;0;0;0;0;"28-08-2016 14:20";"28-08-2016 14:20"
04-10-2016;Mr.;Jim;Dent;87;Jim_Dent@gmail.com;0;0;1;1;0;1;0;1;"28-08-2016 13:53";"28-08-2016 13:53"
04-10-2016;;George;Burns;18;George_Burns@gmail.com;1;0;0;1;0;1;1;0;"28-08-2016 12:20";"28-08-2016 12:20"
04-10-2016;;Andrew;Smith;21;Andrew_Smith@gmail.com;1;1;1;1;0;0;0;0;"28-08-2016 12:20";"28-08-2016 12:20"
04-10-2016;;Roger;Burns;21;Roger_Burns@gmail.com;0;0;0;1;0;1;1;0;"28-08-2016 11:53";"28-08-2016 11:53"
04-10-2016;Dr.;William;Walker;18;William_Walker@gmail.com;0;0;1;1;1;0;1;1;"28-08-2016 09:53";"28-08-2016 09:53"
04-10-2016;Dr.;John;Burns;87;John_Burns@gmail.com;0;0;1;0;0;0;0;0;"28-08-2016 09:53";"28-08-2016 09:53"
04-10-2016;;Jim;Jackson;0;Jim_Jackson@gmail.com;0;0;0;0;0;1;0;1;"28-08-2016 08:36";"28-08-2016 08:36"
04-10-2016;Mr.;Andrew;Peterson;60;Andrew_Peterson@gmail.com;0;0;0;0;0;0;1;1;"28-08-2016 08:20";"28-08-2016 08:20"
04-10-2016;Dr.;Andrew;Clinton;0;Andrew_Clinton@gmail.com;1;1;0;1;0;0;1;1;"28-08-2016 07:53";"28-08-2016 07:53"
04-10-2016;Dr.;William;Doe;54;William_Doe@gmail.com;1;1;1;0;0;0;1;0;"28-08-2016 07:36";"28-08-2016 07:36"
04-10-2016;Dr.;Bill;Gordon;21;Bill_Gordon@gmail.com;0;0;1;1;1;1;1;0;"28-08-2016 07:36";"28-08-2016 07:36"
04-10-2016;Mr.;Andrew;Walker;18;Andrew_Walker@gmail.com;0;0;0;0;0;0;0;0;"28-08-2016 07:20";"28-08-2016 07:20"
04-10-2016;Mr.;Jim;Smith;35;Jim_Smith@gmail.com;0;0;1;0;1;1;0;0;"28-08-2016 06:20";"28-08-2016 06:20"
04-10-2016;Mr.;Andrew;Walker;54;Andrew_Walker@gmail.com;0;1;1;0;0;0;1;1;"28-08-2016 05:53";"28-08-2016 05:53"
04-10-2016;;Jack;Gordon;5;Jack_Gordon@gmail.com;1;0;1;1;1;0;0;0;"28-08-2016 03:49";"28-08-2016 03:49"
04-10-2016;Mr.;George;Jackson;25;George_Jackson@gmail.com;0;1;1;1;1;1;0;0;"28-08-2016 02:53";"28-08-2016 02:53"
04-10-2016;Mr.;Tom;Peterson;18;Tom_Peterson@gmail.com;1;0;0;0;0;1;1;0;"28-08-2016 01:49";"28-08-2016 01:49"
04-10-2016;Dr.;Jack;Walker;60;Jack_Walker@gmail.com;0;0;0;0;0;0;0;0;"28-08-2016 00:49";"28-08-2016 00:49"
04-10-2016;Dr.;George;Walker;18;George_Walker@gmail.com;1;0;0;1;0;0;1;0;"28-08-2016 00:49";"28-08-2016 00:49"
04-10-2016;Mr.;Jack;Gordon;16;Jack_Gordon@gmail.com;1;0;0;0;0;0;0;0;"27-08-2016 23:49";"27-08-2016 23:49"
04-10-2016;;Jim;Clinton;35;Jim_Clinton@gmail.com;1;1;1;0;1;1;0;0;"27-08-2016 22:38";"27-08-2016 22:38"
04-10-2016;Dr.;Sam;Gordon;54;Sam_Gordon@gmail.com;0;1;0;0;1;0;1;0;"27-08-2016 18:49";"27-08-2016 18:49"
04-10-2016;Mr.;Tom;Smith;18;Tom_Smith@gmail.com;0;0;0;0;0;0;0;0;"27-08-2016 17:49";"27-08-2016 17:49"
04-10-2016;Mr.;John;Jackson;35;John_Jackson@gmail.com;0;0;0;1;0;0;0;0;"27-08-2016 17:49";"27-08-2016 17:49"
04-10-2016;Dr.;John;Walker;35;John_Walker@gmail.com;0;0;0;0;0;0;1;0;"27-08-2016 16:49";"27-08-2016 16:49"
04-10-2016;Mr.;Bill;Smith;21;Bill_Smith@gmail.com;0;0;0;0;0;0;0;0;"27-08-2016 13:54";"27-08-2016 13:54"
04-10-2016;;John;Burns;87;John_Burns@gmail.com;0;0;1;1;1;0;1;0;"27-08-2016 13:17";"27-08-2016 13:17"
04-10-2016;Dr.;Bill;Gordon;21;Bill_Gordon@gmail.com;0;0;0;0;0;0;0;0;"27-08-2016 12:17";"27-08-2016 12:17"
04-10-2016;;Roger;Eastwood;54;Roger_Eastwood@gmail.com;0;1;1;1;1;0;0;1;"27-08-2016 10:54";"27-08-2016 10:54"
